1787541622.260060311,============================ ROCm System Management Interface =========================================================== Current clock frequencies ================================GPU[0]		: dcefclk clock level: 1: (200Mhz)GPU[0]		: fclk clock level: 1: (1000Mhz)GPU[0]		: mclk clock level: 1: (456Mhz)GPU[0]		: sclk clock level: S: (136Mhz)GPU[0]		: socclk clock level: 1: (600Mhz)GPU[0]		: pcie clock level: 2 (16.0GT/s x16)============================================================================================================================= Power Consumption ====================================GPU[0]		: Average Graphics Package Power (W): 25.0============================================================================================================================ End of ROCm SMI Log ===================================
1787541623.415423283,============================ ROCm System Management Interface =========================================================== Current clock frequencies ================================GPU[0]		: dcefclk clock level: 1: (200Mhz)GPU[0]		: fclk clock level: 2: (1200Mhz)GPU[0]		: mclk clock level: 2: (772Mhz)GPU[0]		: sclk clock level: S: (30Mhz)GPU[0]		: socclk clock level: 1: (750Mhz)GPU[0]		: pcie clock level: 2 (16.0GT/s x16)============================================================================================================================= Power Consumption ====================================GPU[0]		: Average Graphics Package Power (W): 33.0============================================================================================================================ End of ROCm SMI Log ===================================
1787541624.557749477,============================ ROCm System Management Interface =========================================================== Current clock frequencies ================================GPU[0]		: dcefclk clock level: 1: (200Mhz)GPU[0]		: fclk clock level: 5: (1950Mhz)GPU[0]		: mclk clock level: 3: (1218Mhz)GPU[0]		: sclk clock level: 1: (2418Mhz)GPU[0]		: socclk clock level: 1: (1285Mhz)GPU[0]		: pcie clock level: 2 (16.0GT/s x16)============================================================================================================================= Power Consumption ====================================GPU[0]		: Average Graphics Package Power (W): 194.0============================================================================================================================ End of ROCm SMI Log ===================================
1787541625.702165831,============================ ROCm System Management Interface =========================================================== Current clock frequencies ================================GPU[0]		: dcefclk clock level: 1: (200Mhz)GPU[0]		: fclk clock level: 5: (1950Mhz)GPU[0]		: mclk clock level: 3: (1218Mhz)GPU[0]		: sclk clock level: 1: (2413Mhz)GPU[0]		: socclk clock level: 1: (1285Mhz)GPU[0]		: pcie clock level: 2 (16.0GT/s x16)============================================================================================================================= Power Consumption ====================================GPU[0]		: Average Graphics Package Power (W): 209.0============================================================================================================================ End of ROCm SMI Log ===================================
1787541626.850305378,============================ ROCm System Management Interface =========================================================== Current clock frequencies ================================GPU[0]		: dcefclk clock level: 1: (200Mhz)GPU[0]		: fclk clock level: 5: (1950Mhz)GPU[0]		: mclk clock level: 3: (1218Mhz)GPU[0]		: sclk clock level: 1: (2381Mhz)GPU[0]		: socclk clock level: 1: (1285Mhz)GPU[0]		: pcie clock level: 2 (16.0GT/s x16)============================================================================================================================= Power Consumption ====================================GPU[0]		: Average Graphics Package Power (W): 193.0============================================================================================================================ End of ROCm SMI Log ===================================
1787541627.994303500,============================ ROCm System Management Interface =========================================================== Current clock frequencies ================================GPU[0]		: dcefclk clock level: 1: (200Mhz)GPU[0]		: fclk clock level: 5: (1950Mhz)GPU[0]		: mclk clock level: 3: (1218Mhz)GPU[0]		: sclk clock level: 1: (2378Mhz)GPU[0]		: socclk clock level: 1: (1285Mhz)GPU[0]		: pcie clock level: 2 (16.0GT/s x16)============================================================================================================================= Power Consumption ====================================GPU[0]		: Average Graphics Package Power (W): 203.0============================================================================================================================ End of ROCm SMI Log ===================================
