1787541467.467129784,{"card0": {"Temperature (Sensor edge) (C)": "35.0", "Temperature (Sensor junction) (C)": "42.0", "Temperature (Sensor memory) (C)": "56.0", "dcefclk clock speed:": "(200Mhz)", "dcefclk clock level:": "1", "fclk clock speed:": "(1200Mhz)", "fclk clock level:": "2", "mclk clock speed:": "(772Mhz)", "mclk clock level:": "2", "sclk clock speed:": "(232Mhz)", "sclk clock level:": "S", "socclk clock speed:": "(750Mhz)", "socclk clock level:": "1", "pcie clock level": "2 (16.0GT/s x16)", "Average Graphics Package Power (W)": "36.0"}}
1787541468.620864836,{"card0": {"Temperature (Sensor edge) (C)": "35.0", "Temperature (Sensor junction) (C)": "43.0", "Temperature (Sensor memory) (C)": "56.0", "dcefclk clock speed:": "(200Mhz)", "dcefclk clock level:": "1", "fclk clock speed:": "(1200Mhz)", "fclk clock level:": "2", "mclk clock speed:": "(772Mhz)", "mclk clock level:": "2", "sclk clock speed:": "(79Mhz)", "sclk clock level:": "S", "socclk clock speed:": "(750Mhz)", "socclk clock level:": "1", "pcie clock level": "2 (16.0GT/s x16)", "Average Graphics Package Power (W)": "33.0"}}
1787541469.741813475,{"card0": {"Temperature (Sensor edge) (C)": "37.0", "Temperature (Sensor junction) (C)": "48.0", "Temperature (Sensor memory) (C)": "56.0", "dcefclk clock speed:": "(200Mhz)", "dcefclk clock level:": "1", "fclk clock speed:": "(1950Mhz)", "fclk clock level:": "5", "mclk clock speed:": "(1218Mhz)", "mclk clock level:": "3", "sclk clock speed:": "(2408Mhz)", "sclk clock level:": "1", "socclk clock speed:": "(1285Mhz)", "socclk clock level:": "1", "pcie clock level": "2 (16.0GT/s x16)", "Average Graphics Package Power (W)": "195.0"}}
1787541470.862604226,{"card0": {"Temperature (Sensor edge) (C)": "42.0", "Temperature (Sensor junction) (C)": "58.0", "Temperature (Sensor memory) (C)": "59.0", "dcefclk clock speed:": "(200Mhz)", "dcefclk clock level:": "1", "fclk clock speed:": "(1950Mhz)", "fclk clock level:": "5", "mclk clock speed:": "(1218Mhz)", "mclk clock level:": "3", "sclk clock speed:": "(2403Mhz)", "sclk clock level:": "1", "socclk clock speed:": "(1285Mhz)", "socclk clock level:": "1", "pcie clock level": "2 (16.0GT/s x16)", "Average Graphics Package Power (W)": "210.0"}}
1787541471.982294462,{"card0": {"Temperature (Sensor edge) (C)": "43.0", "Temperature (Sensor junction) (C)": "61.0", "Temperature (Sensor memory) (C)": "60.0", "dcefclk clock speed:": "(200Mhz)", "dcefclk clock level:": "1", "fclk clock speed:": "(1950Mhz)", "fclk clock level:": "5", "mclk clock speed:": "(1218Mhz)", "mclk clock level:": "3", "sclk clock speed:": "(2412Mhz)", "sclk clock level:": "1", "socclk clock speed:": "(1285Mhz)", "socclk clock level:": "1", "pcie clock level": "2 (16.0GT/s x16)", "Average Graphics Package Power (W)": "196.0"}}
1787541473.106608347,{"card0": {"Temperature (Sensor edge) (C)": "43.0", "Temperature (Sensor junction) (C)": "62.0", "Temperature (Sensor memory) (C)": "61.0", "dcefclk clock speed:": "(200Mhz)", "dcefclk clock level:": "1", "fclk clock speed:": "(1950Mhz)", "fclk clock level:": "5", "mclk clock speed:": "(1218Mhz)", "mclk clock level:": "3", "sclk clock speed:": "(2388Mhz)", "sclk clock level:": "1", "socclk clock speed:": "(1285Mhz)", "socclk clock level:": "1", "pcie clock level": "2 (16.0GT/s x16)", "Average Graphics Package Power (W)": "206.0"}}
