Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID
0,1,1,132538,132538,7680,256,0,0,16,0,128,32,"__amd_rocclr_fillBufferAligned.kd",8918423490483,8918425701614,0
1,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919288057449,8919288061249,0
2,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919288093099,8919288095819,0
3,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919288165169,8919288168129,0
4,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919299599505,8919299602545,0
5,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919299634435,8919299637235,0
6,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919299709365,8919299712285,0
7,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919311814975,8919311818055,0
8,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919311849215,8919311851775,0
9,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919311919396,8919311922276,0
10,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919323658693,8919323661933,0
11,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919323693503,8919323696263,0
12,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919336846159,8919336849279,0
13,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919336882159,8919336884719,0
14,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919337001930,8919337004770,0
15,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919348706467,8919348709587,0
16,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919348739907,8919348742587,0
17,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919348817648,8919348820488,0
18,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919360146511,8919360149551,0
19,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919360180511,8919360182991,0
20,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919360253251,8919360256091,0
21,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919372320631,8919372323831,0
22,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919372354471,8919372357071,0
23,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919382978580,8919382981700,0
24,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919383012840,8919383015360,0
25,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919383084301,8919383087341,0
26,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919394617606,8919394620726,0
27,1,1,132538,132538,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8919394652237,8919394654797,0
