Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID
0,1,1,129946,129946,7680,256,0,0,16,0,128,32,"__amd_rocclr_fillBufferAligned.kd",8488320064498,8488320350500,0
1,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489221146676,8489221150516,0
2,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489221182146,8489221185026,0
3,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489221253226,8489221256426,0
4,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489232870850,8489232873850,0
5,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489232905000,8489232907800,0
6,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489232981761,8489232984721,0
7,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489245372990,8489245375990,0
8,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489245406490,8489245409250,0
9,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489245475450,8489245478410,0
10,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489257662868,8489257666068,0
11,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489257696608,8489257699568,0
12,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489270698101,8489270701141,0
13,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489270733261,8489270736061,0
14,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489270807251,8489270810251,0
15,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489282578416,8489282581496,0
16,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489282613157,8489282615997,0
17,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489282687417,8489282690417,0
18,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489294299488,8489294302568,0
19,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489294333168,8489294336008,0
20,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489294404948,8489294407948,0
21,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489306821577,8489306824777,0
22,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489306855507,8489306858467,0
23,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489317627133,8489317630173,0
24,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489317662603,8489317665443,0
25,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489317736554,8489317739754,0
26,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489329563728,8489329566888,0
27,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489329598598,8489329601518,0
28,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489329672739,8489329675819,0
29,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489344166284,8489344169324,0
30,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489344200014,8489344202814,0
31,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489344270165,8489344273045,0
32,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489357150149,8489357153269,0
33,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489357183619,8489357186539,0
34,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489366468317,8489366471317,0
35,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489366502868,8489366505628,0
36,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489366577258,8489366580218,0
37,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489377133165,8489377136205,0
38,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489377167785,8489377170585,0
39,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489377237816,8489377240816,0
40,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489387051438,8489387054558,0
41,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489387085598,8489387088438,0
42,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489387155788,8489387158788,0
43,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489399844339,8489399847619,0
44,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489399878779,8489399881779,0
45,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489409389959,8489409393039,0
46,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489409424520,8489409427320,0
47,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489409496010,8489409499050,0
48,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489419493953,8489419496953,0
49,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489419527994,8489419530754,0
50,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489419602344,8489419605344,0
51,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489429739346,8489429742346,0
52,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489429773256,8489429775976,0
53,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489429841116,8489429844076,0
54,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489440808250,8489440811450,0
55,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489440842201,8489440845241,0
56,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489450525405,8489450528525,0
57,1,1,129946,129946,512,512,0,0,16,0,128,32,"__amd_rocclr_copyBuffer.kd",8489450559935,8489450562775,0
