"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
2,2,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"GRBM_GUI_ACTIVE",945710.000000,9737164785783,9737165155306
2,2,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAIT_ANY",408864065.000000,9737164785783,9737165155306
2,2,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAIT_INST_ANY",1114764004.000000,9737164785783,9737165155306
2,2,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAVE_CYCLES",1623074253.000000,9737164785783,9737165155306
3,3,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"GRBM_GUI_ACTIVE",933437.000000,9737166414796,9737166779399
3,3,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAIT_ANY",335427046.000000,9737166414796,9737166779399
3,3,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAIT_INST_ANY",1161742482.000000,9737166414796,9737166779399
3,3,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAVE_CYCLES",1596553280.000000,9737166414796,9737166779399
4,4,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"GRBM_GUI_ACTIVE",925838.000000,9737166844039,9737167208882
4,4,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAIT_ANY",335218174.000000,9737166844039,9737167208882
4,4,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAIT_INST_ANY",1161586672.000000,9737166844039,9737167208882
4,4,"Agent 1",1,86966,86966,557056,21,"void mul_mat_vec_q_iq3<4, 1, true, 1>(void const*, void const*, void const*, float*, unsigned int, unsigned int, unsigned int, unsigned int)",32,512,0,72,0,128,"SQ_WAVE_CYCLES",1596186840.000000,9737166844039,9737167208882
